SD,owop,owgp,gwgp,gwop,county
1995-07-01,33709.0,38360.0,3992585.0,59879.0,LIVE OAK
1995-08-01,35739.0,36703.0,3891137.0,58527.0,LIVE OAK
1995-09-01,33519.0,34562.0,3699537.0,53663.0,LIVE OAK
1995-10-01,36771.0,37931.0,3706642.0,56226.0,LIVE OAK
1995-11-01,34967.0,36777.0,3505717.0,55294.0,LIVE OAK
1995-12-01,41853.0,122917.0,3373395.0,52497.0,LIVE OAK
1996-01-01,42657.0,121590.0,3412986.0,51569.0,LIVE OAK
1996-02-01,36422.0,34457.0,3259301.0,50898.0,LIVE OAK
1996-03-01,39339.0,31600.0,3444487.0,52102.0,LIVE OAK
1996-04-01,37558.0,31922.0,3300296.0,50779.0,LIVE OAK
1996-05-01,37175.0,30817.0,3301507.0,48630.0,LIVE OAK
1996-06-01,33039.0,31324.0,2937416.0,41417.0,LIVE OAK
1996-07-01,34415.0,26718.0,3222127.0,43102.0,LIVE OAK
1996-08-01,33545.0,24661.0,3220669.0,45018.0,LIVE OAK
1996-09-01,33534.0,22159.0,3023068.0,43073.0,LIVE OAK
1996-10-01,37809.0,22294.0,3561331.0,53619.0,LIVE OAK
1996-11-01,34523.0,18594.0,3504241.0,53538.0,LIVE OAK
1996-12-01,36195.0,22804.0,3794291.0,56096.0,LIVE OAK
1997-01-01,39370.0,46454.0,3370047.0,48600.0,LIVE OAK
1997-02-01,35619.0,58190.0,2966042.0,43186.0,LIVE OAK
1997-03-01,38183.0,65279.0,3328792.0,46865.0,LIVE OAK
1997-04-01,37634.0,53794.0,3194814.0,47481.0,LIVE OAK
1997-05-01,38758.0,46252.0,3095233.0,45712.0,LIVE OAK
1997-06-01,36972.0,50387.0,2779346.0,39082.0,LIVE OAK
1997-07-01,40375.0,75455.0,2806638.0,38658.0,LIVE OAK
1997-08-01,44596.0,66369.0,2875149.0,39286.0,LIVE OAK
1997-09-01,44316.0,67799.0,2659121.0,36610.0,LIVE OAK
1997-10-01,45840.0,70056.0,2786659.0,36089.0,LIVE OAK
1997-11-01,46592.0,60526.0,2622416.0,37601.0,LIVE OAK
1997-12-01,44788.0,67421.0,2677417.0,39001.0,LIVE OAK
1998-01-01,45998.0,74862.0,2594199.0,41130.0,LIVE OAK
1998-02-01,43496.0,71934.0,2399104.0,33695.0,LIVE OAK
1998-03-01,46843.0,66425.0,2566303.0,37180.0,LIVE OAK
1998-04-01,44676.0,63046.0,2427730.0,35043.0,LIVE OAK
1998-05-01,47136.0,60358.0,2403072.0,33612.0,LIVE OAK
1998-06-01,40429.0,56135.0,2285463.0,30012.0,LIVE OAK
1998-07-01,41156.0,55761.0,2333370.0,29963.0,LIVE OAK
1998-08-01,39426.0,59301.0,2258709.0,28408.0,LIVE OAK
1998-09-01,36433.0,51240.0,2305757.0,28126.0,LIVE OAK
1998-10-01,39954.0,55841.0,2218804.0,27607.0,LIVE OAK
1998-11-01,38699.0,65532.0,2187135.0,29415.0,LIVE OAK
1998-12-01,40715.0,72568.0,2234405.0,30120.0,LIVE OAK
1999-01-01,36374.0,67566.0,2536247.0,29881.0,LIVE OAK
1999-02-01,33425.0,63232.0,2051858.0,25190.0,LIVE OAK
1999-03-01,39908.0,83287.0,2323613.0,28278.0,LIVE OAK
1999-04-01,38155.0,73068.0,2261879.0,26240.0,LIVE OAK
1999-05-01,38572.0,70099.0,2217389.0,25869.0,LIVE OAK
1999-06-01,38448.0,57027.0,2077302.0,23809.0,LIVE OAK
1999-07-01,38562.0,61859.0,2221078.0,26426.0,LIVE OAK
1999-08-01,37085.0,62771.0,2176024.0,24245.0,LIVE OAK
1999-09-01,36374.0,56702.0,2105006.0,28457.0,LIVE OAK
1999-10-01,36796.0,56198.0,2140934.0,28219.0,LIVE OAK
1999-11-01,38429.0,52683.0,2214820.0,28540.0,LIVE OAK
1999-12-01,36088.0,47685.0,2188253.0,28264.0,LIVE OAK
2000-01-01,36166.0,51002.0,2319828.0,27521.0,LIVE OAK
2000-02-01,34620.0,45527.0,2283957.0,27639.0,LIVE OAK
2000-03-01,35633.0,49423.0,2483898.0,28269.0,LIVE OAK
2000-04-01,34368.0,49964.0,2511458.0,27604.0,LIVE OAK
2000-05-01,35774.0,65690.0,2538061.0,28119.0,LIVE OAK
2000-06-01,34518.0,53700.0,2421887.0,23683.0,LIVE OAK
2000-07-01,36280.0,59685.0,2472086.0,24455.0,LIVE OAK
2000-08-01,34346.0,71775.0,2576573.0,24261.0,LIVE OAK
2000-09-01,33934.0,50089.0,2426298.0,22374.0,LIVE OAK
2000-10-01,33791.0,49209.0,2469165.0,23883.0,LIVE OAK
2000-11-01,36372.0,50486.0,2271913.0,22396.0,LIVE OAK
2000-12-01,34905.0,49558.0,2290554.0,23193.0,LIVE OAK
2001-01-01,33932.0,47717.0,2332086.0,24517.0,LIVE OAK
2001-02-01,32680.0,44154.0,2289376.0,21931.0,LIVE OAK
2001-03-01,36102.0,49429.0,2439400.0,25096.0,LIVE OAK
2001-04-01,35153.0,50716.0,2054805.0,21537.0,LIVE OAK
2001-05-01,34063.0,48598.0,2625814.0,22176.0,LIVE OAK
2001-06-01,33885.0,41360.0,2497380.0,20950.0,LIVE OAK
2001-07-01,37304.0,45798.0,2421383.0,22204.0,LIVE OAK
2001-08-01,34348.0,38438.0,2358515.0,20734.0,LIVE OAK
2001-09-01,31237.0,31713.0,2289773.0,21276.0,LIVE OAK
2001-10-01,32506.0,37497.0,2392252.0,23588.0,LIVE OAK
2001-11-01,30902.0,35077.0,2131901.0,23175.0,LIVE OAK
2001-12-01,31230.0,33927.0,2498909.0,26353.0,LIVE OAK
2002-01-01,46312.0,34464.0,2472989.0,25680.0,LIVE OAK
2002-02-01,28478.0,27906.0,2268211.0,24343.0,LIVE OAK
2002-03-01,31715.0,31090.0,2552440.0,27282.0,LIVE OAK
2002-04-01,28034.0,27723.0,2513849.0,25228.0,LIVE OAK
2002-05-01,28110.0,27319.0,2640737.0,26366.0,LIVE OAK
2002-06-01,28423.0,30875.0,2488402.0,26314.0,LIVE OAK
2002-07-01,28059.0,36226.0,2395014.0,27067.0,LIVE OAK
2002-08-01,33065.0,44206.0,2384884.0,27265.0,LIVE OAK
2002-09-01,32594.0,36608.0,2288332.0,28092.0,LIVE OAK
2002-10-01,34266.0,34998.0,2351289.0,27595.0,LIVE OAK
2002-11-01,34233.0,26286.0,2147713.0,24922.0,LIVE OAK
2002-12-01,36723.0,26096.0,2153145.0,26305.0,LIVE OAK
2003-01-01,33865.0,32506.0,1969500.0,23715.0,LIVE OAK
2003-02-01,33267.0,29822.0,1867194.0,21942.0,LIVE OAK
2003-03-01,34958.0,28675.0,2401500.0,25241.0,LIVE OAK
2003-04-01,34845.0,30947.0,2305578.0,20699.0,LIVE OAK
2003-05-01,35914.0,43597.0,2222489.0,20015.0,LIVE OAK
2003-06-01,34306.0,44013.0,2163232.0,18292.0,LIVE OAK
2003-07-01,36949.0,44161.0,2295889.0,19615.0,LIVE OAK
2003-08-01,38524.0,45856.0,2496873.0,19531.0,LIVE OAK
2003-09-01,36713.0,43898.0,2364978.0,20259.0,LIVE OAK
2003-10-01,38607.0,44110.0,2289141.0,20389.0,LIVE OAK
2003-11-01,35823.0,39319.0,2301671.0,20776.0,LIVE OAK
2003-12-01,31882.0,51777.0,2204432.0,20756.0,LIVE OAK
2004-01-01,32433.0,35841.0,2158112.0,20858.0,LIVE OAK
2004-02-01,30738.0,35596.0,2002251.0,19512.0,LIVE OAK
2004-03-01,32157.0,42301.0,2092398.0,22179.0,LIVE OAK
2004-04-01,30924.0,34765.0,1911255.0,19526.0,LIVE OAK
2004-05-01,33206.0,29688.0,1872894.0,18702.0,LIVE OAK
2004-06-01,35223.0,37113.0,1985053.0,18700.0,LIVE OAK
2004-07-01,34179.0,39363.0,2290415.0,22588.0,LIVE OAK
2004-08-01,35979.0,38647.0,2325123.0,21028.0,LIVE OAK
2004-09-01,32932.0,37740.0,2348463.0,20669.0,LIVE OAK
2004-10-01,33115.0,38181.0,2285001.0,18946.0,LIVE OAK
2004-11-01,32562.0,34149.0,2153050.0,19627.0,LIVE OAK
2004-12-01,33784.0,30037.0,2198159.0,20280.0,LIVE OAK
2005-01-01,38482.0,29016.0,2013266.0,19012.0,LIVE OAK
2005-02-01,32852.0,46519.0,1769041.0,16190.0,LIVE OAK
2005-03-01,40082.0,49665.0,2115912.0,20598.0,LIVE OAK
2005-04-01,37372.0,49097.0,1928356.0,16777.0,LIVE OAK
2005-05-01,37028.0,43182.0,1883797.0,16170.0,LIVE OAK
2005-06-01,35289.0,40418.0,1894501.0,14479.0,LIVE OAK
2005-07-01,36199.0,32810.0,1915760.0,14548.0,LIVE OAK
2005-08-01,35594.0,32073.0,1782852.0,15033.0,LIVE OAK
2005-09-01,34625.0,32059.0,1869807.0,14224.0,LIVE OAK
2005-10-01,37446.0,40901.0,1947422.0,15431.0,LIVE OAK
2005-11-01,37067.0,36550.0,1827314.0,17008.0,LIVE OAK
2005-12-01,39086.0,35991.0,1912981.0,16969.0,LIVE OAK
2006-01-01,41174.0,37303.0,1916968.0,18753.0,LIVE OAK
2006-02-01,36489.0,35949.0,1803439.0,17007.0,LIVE OAK
2006-03-01,41075.0,40258.0,2089941.0,18522.0,LIVE OAK
2006-04-01,40086.0,43084.0,1930732.0,16485.0,LIVE OAK
2006-05-01,43734.0,46971.0,1991671.0,17434.0,LIVE OAK
2006-06-01,42945.0,50459.0,1898090.0,16807.0,LIVE OAK
2006-07-01,43459.0,51715.0,1878939.0,16317.0,LIVE OAK
2006-08-01,41094.0,46826.0,1864842.0,17274.0,LIVE OAK
2006-09-01,39796.0,45468.0,1875508.0,19382.0,LIVE OAK
2006-10-01,43365.0,45201.0,2079950.0,23111.0,LIVE OAK
2006-11-01,39965.0,53849.0,1924526.0,21231.0,LIVE OAK
2006-12-01,39120.0,52118.0,1949197.0,26998.0,LIVE OAK
2007-01-01,36882.0,41119.0,1830896.0,25187.0,LIVE OAK
2007-02-01,36555.0,36080.0,1850196.0,25206.0,LIVE OAK
2007-03-01,45672.0,43628.0,2196445.0,29705.0,LIVE OAK
2007-04-01,44512.0,43904.0,2119594.0,30070.0,LIVE OAK
2007-05-01,47487.0,54171.0,2144040.0,28733.0,LIVE OAK
2007-06-01,45043.0,56250.0,1988581.0,25801.0,LIVE OAK
2007-07-01,43983.0,52038.0,1927118.0,25587.0,LIVE OAK
2007-08-01,45296.0,53412.0,2009603.0,23319.0,LIVE OAK
2007-09-01,42669.0,60139.0,1820305.0,20443.0,LIVE OAK
2007-10-01,45742.0,56111.0,1942205.0,21101.0,LIVE OAK
2007-11-01,43316.0,45020.0,1886177.0,19121.0,LIVE OAK
2007-12-01,45206.0,49741.0,1851936.0,19567.0,LIVE OAK
2008-01-01,44749.0,49846.0,1813903.0,19670.0,LIVE OAK
2008-02-01,38593.0,47839.0,1775145.0,18168.0,LIVE OAK
2008-03-01,38551.0,46997.0,1872448.0,21353.0,LIVE OAK
2008-04-01,38296.0,44018.0,1803492.0,25112.0,LIVE OAK
2008-05-01,39246.0,44229.0,2118244.0,26226.0,LIVE OAK
2008-06-01,40188.0,44595.0,2079032.0,35316.0,LIVE OAK
2008-07-01,40504.0,51164.0,2090570.0,24635.0,LIVE OAK
2008-08-01,41097.0,52104.0,2117425.0,21181.0,LIVE OAK
2008-09-01,41961.0,45973.0,2014313.0,30147.0,LIVE OAK
2008-10-01,41361.0,45744.0,2164469.0,32588.0,LIVE OAK
2008-11-01,38751.0,44328.0,2080489.0,28791.0,LIVE OAK
2008-12-01,38203.0,43462.0,2133983.0,34288.0,LIVE OAK
2009-01-01,39924.0,41829.0,2033897.0,30008.0,LIVE OAK
2009-02-01,32839.0,36792.0,1776974.0,33558.0,LIVE OAK
2009-03-01,39701.0,47772.0,2058635.0,40412.0,LIVE OAK
2009-04-01,37450.0,43190.0,2002314.0,37304.0,LIVE OAK
2009-05-01,37088.0,42192.0,2037652.0,50264.0,LIVE OAK
2009-06-01,36023.0,43646.0,1817941.0,34218.0,LIVE OAK
2009-07-01,35981.0,41780.0,1929580.0,46510.0,LIVE OAK
2009-08-01,34781.0,39030.0,1913597.0,43896.0,LIVE OAK
2009-09-01,31497.0,36561.0,1729426.0,41213.0,LIVE OAK
2009-10-01,32847.0,31730.0,1837009.0,46892.0,LIVE OAK
2009-11-01,30776.0,30217.0,1857623.0,47213.0,LIVE OAK
2009-12-01,29742.0,26918.0,2160387.0,52904.0,LIVE OAK
2010-01-01,31359.0,26613.0,2527240.0,56413.0,LIVE OAK
2010-02-01,28895.0,22811.0,2492686.0,50973.0,LIVE OAK
2010-03-01,36479.0,28847.0,2723727.0,50228.0,LIVE OAK
2010-04-01,32803.0,32115.0,2627858.0,73134.0,LIVE OAK
2010-05-01,33597.0,33464.0,2723372.0,95567.0,LIVE OAK
2010-06-01,33525.0,34483.0,2810458.0,106685.0,LIVE OAK
2010-07-01,35835.0,32634.0,2993390.0,123247.0,LIVE OAK
2010-08-01,30183.0,31633.0,2914317.0,122559.0,LIVE OAK
2010-09-01,30067.0,27174.0,2865716.0,132722.0,LIVE OAK
2010-10-01,35398.0,29436.0,2727060.0,110426.0,LIVE OAK
2010-11-01,39494.0,42337.0,2668951.0,89640.0,LIVE OAK
2010-12-01,40222.0,48421.0,3025254.0,120140.0,LIVE OAK
2011-01-01,65445.0,97644.0,2965035.0,107754.0,LIVE OAK
2011-02-01,108973.0,183521.0,2612954.0,91360.0,LIVE OAK
2011-03-01,136462.0,223513.0,3257020.0,128926.0,LIVE OAK
2011-04-01,161023.0,261111.0,3068038.0,119606.0,LIVE OAK
2011-05-01,225031.0,462450.0,3118817.0,130619.0,LIVE OAK
2011-06-01,260738.0,546900.0,3095114.0,127763.0,LIVE OAK
2011-07-01,309892.0,624415.0,3233542.0,138417.0,LIVE OAK
2011-08-01,296901.0,624623.0,3059335.0,121522.0,LIVE OAK
2011-09-01,416095.0,786130.0,3155513.0,181316.0,LIVE OAK
2011-10-01,565625.0,1086479.0,3701502.0,291272.0,LIVE OAK
2011-11-01,657870.0,1346679.0,3788416.0,314488.0,LIVE OAK
2011-12-01,671087.0,1372946.0,4207816.0,320571.0,LIVE OAK
2012-01-01,653211.0,1332061.0,4616748.0,362423.0,LIVE OAK
2012-02-01,557314.0,1107117.0,4087668.0,317837.0,LIVE OAK
2012-03-01,548809.0,1183208.0,4578631.0,360420.0,LIVE OAK
2012-04-01,477033.0,1071595.0,4525391.0,363101.0,LIVE OAK
2012-05-01,453587.0,1050977.0,4373568.0,324145.0,LIVE OAK
2012-06-01,475506.0,1128689.0,4588112.0,318555.0,LIVE OAK
2012-07-01,467448.0,1121272.0,4728108.0,335773.0,LIVE OAK
2012-08-01,498348.0,1160525.0,4630887.0,361789.0,LIVE OAK
2012-09-01,481372.0,1086042.0,4806117.0,326748.0,LIVE OAK
2012-10-01,622188.0,1371839.0,5602914.0,359293.0,LIVE OAK
2012-11-01,597404.0,1395002.0,5680771.0,388036.0,LIVE OAK
2012-12-01,600009.0,1437389.0,5993385.0,442196.0,LIVE OAK
2013-01-01,542482.0,1296817.0,6312793.0,498501.0,LIVE OAK
2013-02-01,466423.0,1144494.0,5900747.0,448196.0,LIVE OAK
2013-03-01,584844.0,1410988.0,6859436.0,484670.0,LIVE OAK
2013-04-01,617563.0,1455216.0,6801360.0,521487.0,LIVE OAK
2013-05-01,790819.0,1729361.0,6588447.0,533585.0,LIVE OAK
2013-06-01,822485.0,1876388.0,6437426.0,533835.0,LIVE OAK
2013-07-01,781460.0,1802788.0,6256784.0,506361.0,LIVE OAK
2013-08-01,862554.0,1854366.0,6568276.0,546746.0,LIVE OAK
2013-09-01,925303.0,1967865.0,6471007.0,590524.0,LIVE OAK
2013-10-01,837628.0,1808826.0,6450512.0,611808.0,LIVE OAK
2013-11-01,742653.0,1636668.0,6750532.0,675724.0,LIVE OAK
2013-12-01,992791.0,2029394.0,7161779.0,709309.0,LIVE OAK
2014-01-01,993515.0,2137315.0,7173739.0,697516.0,LIVE OAK
2014-02-01,898876.0,1967622.0,6636462.0,628205.0,LIVE OAK
2014-03-01,1030889.0,2393229.0,7775980.0,724517.0,LIVE OAK
2014-04-01,1085611.0,2624512.0,7521055.0,686926.0,LIVE OAK
2014-05-01,1291911.0,3154912.0,7634975.0,705319.0,LIVE OAK
2014-06-01,1368610.0,3511466.0,7443438.0,659289.0,LIVE OAK
2014-07-01,1360156.0,3460775.0,7225495.0,619093.0,LIVE OAK
2014-08-01,1274141.0,3178746.0,7017880.0,613524.0,LIVE OAK
2014-09-01,1143111.0,2820217.0,7520190.0,686356.0,LIVE OAK
2014-10-01,1280200.0,3068813.0,8074629.0,750011.0,LIVE OAK
2014-11-01,1204369.0,2926724.0,7544228.0,705722.0,LIVE OAK
2014-12-01,1279506.0,3181020.0,8098210.0,811065.0,LIVE OAK
2015-01-01,1166749.0,2859999.0,7925961.0,793772.0,LIVE OAK
2015-02-01,1100566.0,2872659.0,7319646.0,709524.0,LIVE OAK
2015-03-01,1105196.0,2901894.0,7865745.0,761651.0,LIVE OAK
2015-04-01,1082794.0,2818883.0,7471127.0,737007.0,LIVE OAK
2015-05-01,1140210.0,2925406.0,7582521.0,731082.0,LIVE OAK
2015-06-01,988751.0,2684497.0,6943522.0,626522.0,LIVE OAK
2015-07-01,1105228.0,3044069.0,6962513.0,652637.0,LIVE OAK
2015-08-01,1139259.0,3180661.0,7037012.0,663017.0,LIVE OAK
2015-09-01,1180732.0,3232302.0,6975469.0,630859.0,LIVE OAK
2015-10-01,1131125.0,3266918.0,7183676.0,651405.0,LIVE OAK
2015-11-01,982517.0,2919573.0,6546878.0,596129.0,LIVE OAK
2015-12-01,976382.0,2910154.0,6474539.0,573016.0,LIVE OAK
2016-01-01,912775.0,2769404.0,6106549.0,531314.0,LIVE OAK
2016-02-01,792033.0,2539260.0,5647650.0,471147.0,LIVE OAK
2016-03-01,832037.0,2648248.0,5840718.0,492384.0,LIVE OAK
2016-04-01,811690.0,2457536.0,5235854.0,437175.0,LIVE OAK
2016-05-01,813878.0,2579325.0,5724725.0,520732.0,LIVE OAK
2016-06-01,835864.0,2499675.0,5642101.0,487293.0,LIVE OAK
2016-07-01,799414.0,2509808.0,5552152.0,451557.0,LIVE OAK
2016-08-01,737039.0,2383557.0,5354427.0,421610.0,LIVE OAK
2016-09-01,646807.0,2118765.0,4885869.0,380604.0,LIVE OAK
2016-10-01,685891.0,2257492.0,5001792.0,390518.0,LIVE OAK
2016-11-01,674066.0,2169640.0,4586807.0,354198.0,LIVE OAK
2016-12-01,646302.0,2065809.0,4416668.0,342090.0,LIVE OAK
2017-01-01,614552.0,1984477.0,4269749.0,330900.0,LIVE OAK
1993-01-01,149371.0,345883.0,1869342.0,954.0,LOVING
1993-02-01,132956.0,317830.0,1509393.0,680.0,LOVING
1993-03-01,146921.0,313168.0,1729132.0,1009.0,LOVING
1993-04-01,140588.0,320583.0,1666146.0,795.0,LOVING
1993-05-01,144911.0,344924.0,1710564.0,841.0,LOVING
1993-06-01,140009.0,329037.0,1607577.0,1054.0,LOVING
1993-07-01,141637.0,355984.0,1675725.0,742.0,LOVING
1993-08-01,138240.0,372847.0,1729008.0,650.0,LOVING
1993-09-01,132114.0,346145.0,1851702.0,644.0,LOVING
1993-10-01,134967.0,347175.0,1962083.0,859.0,LOVING
1993-11-01,129145.0,312890.0,1924279.0,884.0,LOVING
1993-12-01,134390.0,331352.0,2025252.0,684.0,LOVING
1994-01-01,132078.0,329547.0,2043870.0,793.0,LOVING
1994-02-01,118311.0,328704.0,1844067.0,632.0,LOVING
1994-03-01,130633.0,360222.0,2086626.0,779.0,LOVING
1994-04-01,125459.0,373236.0,2005953.0,669.0,LOVING
1994-05-01,126541.0,372733.0,2051390.0,791.0,LOVING
1994-06-01,119581.0,362832.0,1931840.0,1058.0,LOVING
1994-07-01,121183.0,359645.0,2088604.0,665.0,LOVING
1994-08-01,122623.0,367928.0,2199009.0,584.0,LOVING
1994-09-01,118563.0,356117.0,1983133.0,582.0,LOVING
1994-10-01,123421.0,358910.0,1986636.0,678.0,LOVING
1994-11-01,125824.0,329066.0,1744121.0,500.0,LOVING
1994-12-01,128421.0,353437.0,1912735.0,691.0,LOVING
1995-01-01,124532.0,329721.0,1787042.0,473.0,LOVING
1995-02-01,114167.0,291400.0,1601512.0,803.0,LOVING
1995-03-01,122791.0,329097.0,1825275.0,552.0,LOVING
1995-04-01,119900.0,324402.0,1724195.0,413.0,LOVING
1995-05-01,121006.0,334096.0,1708385.0,447.0,LOVING
1995-06-01,115472.0,318382.0,1470719.0,381.0,LOVING
1995-07-01,117860.0,332138.0,1507179.0,403.0,LOVING
1995-08-01,115477.0,321746.0,1492878.0,492.0,LOVING
1995-09-01,108951.0,309047.0,1464269.0,402.0,LOVING
1995-10-01,118868.0,321103.0,1525693.0,413.0,LOVING
1995-11-01,115974.0,317246.0,1471730.0,443.0,LOVING
1995-12-01,121236.0,309669.0,1712923.0,515.0,LOVING
1996-01-01,117220.0,302843.0,1777491.0,398.0,LOVING
1996-02-01,111178.0,296417.0,1603017.0,318.0,LOVING
1996-03-01,120163.0,318070.0,1703358.0,457.0,LOVING
1996-04-01,114518.0,317319.0,1639873.0,699.0,LOVING
1996-05-01,117209.0,332422.0,1682561.0,536.0,LOVING
1996-06-01,110632.0,318373.0,1397297.0,323.0,LOVING
1996-07-01,119708.0,319554.0,1439390.0,397.0,LOVING
1996-08-01,121044.0,311509.0,1489235.0,470.0,LOVING
1996-09-01,122033.0,322501.0,1551722.0,525.0,LOVING
1996-10-01,122125.0,321368.0,1644557.0,531.0,LOVING
1996-11-01,116425.0,314890.0,1616509.0,369.0,LOVING
1996-12-01,128710.0,310650.0,1605936.0,355.0,LOVING
1997-01-01,130021.0,283252.0,1582929.0,464.0,LOVING
1997-02-01,118807.0,261406.0,1397284.0,534.0,LOVING
1997-03-01,135371.0,298026.0,1542875.0,385.0,LOVING
1997-04-01,128023.0,282412.0,1419113.0,398.0,LOVING
1997-05-01,135206.0,308449.0,1267887.0,480.0,LOVING
1997-06-01,127136.0,289429.0,1333737.0,715.0,LOVING
1997-07-01,127501.0,306518.0,1352366.0,387.0,LOVING
1997-08-01,136125.0,311859.0,1522863.0,345.0,LOVING
1997-09-01,132360.0,312648.0,1550160.0,387.0,LOVING
1997-10-01,139263.0,289809.0,1559276.0,413.0,LOVING
1997-11-01,135055.0,284568.0,1503518.0,468.0,LOVING
1997-12-01,138931.0,284856.0,1585985.0,441.0,LOVING
1998-01-01,137714.0,280529.0,1589555.0,334.0,LOVING
1998-02-01,123310.0,262282.0,1421008.0,688.0,LOVING
1998-03-01,138586.0,290489.0,1606400.0,357.0,LOVING
1998-04-01,131254.0,288463.0,1515855.0,323.0,LOVING
1998-05-01,131735.0,279658.0,1436197.0,539.0,LOVING
1998-06-01,116449.0,250898.0,1518726.0,1121.0,LOVING
1998-07-01,117325.0,260962.0,1626461.0,310.0,LOVING
1998-08-01,125418.0,284389.0,1640198.0,211.0,LOVING
1998-09-01,121264.0,273560.0,1596840.0,395.0,LOVING
1998-10-01,130348.0,274618.0,1494301.0,308.0,LOVING
1998-11-01,127104.0,259985.0,1545089.0,938.0,LOVING
1998-12-01,124393.0,259105.0,1668941.0,865.0,LOVING
1999-01-01,119791.0,255340.0,1723559.0,1144.0,LOVING
1999-02-01,113526.0,251899.0,1547152.0,1127.0,LOVING
1999-03-01,125076.0,271828.0,1679700.0,494.0,LOVING
1999-04-01,124822.0,257720.0,1613641.0,687.0,LOVING
1999-05-01,120391.0,260145.0,1550434.0,634.0,LOVING
1999-06-01,115299.0,258914.0,1292490.0,400.0,LOVING
1999-07-01,124002.0,275824.0,1354244.0,436.0,LOVING
1999-08-01,118992.0,278687.0,1369180.0,428.0,LOVING
1999-09-01,116264.0,268834.0,1281352.0,570.0,LOVING
1999-10-01,122736.0,282662.0,1454661.0,662.0,LOVING
1999-11-01,119359.0,268053.0,1566627.0,315.0,LOVING
1999-12-01,123362.0,270178.0,1669916.0,338.0,LOVING
2000-01-01,123645.0,268796.0,1721242.0,359.0,LOVING
2000-02-01,115750.0,255803.0,1669839.0,538.0,LOVING
2000-03-01,118413.0,273117.0,1954322.0,372.0,LOVING
2000-04-01,118513.0,274899.0,1710838.0,253.0,LOVING
2000-05-01,113870.0,275136.0,1627149.0,681.0,LOVING
2000-06-01,110310.0,261650.0,1741428.0,424.0,LOVING
2000-07-01,113429.0,270699.0,1692171.0,361.0,LOVING
2000-08-01,111480.0,263892.0,1623374.0,764.0,LOVING
2000-09-01,109314.0,262547.0,1594125.0,498.0,LOVING
2000-10-01,112182.0,258781.0,1587509.0,960.0,LOVING
2000-11-01,108090.0,245960.0,1520201.0,346.0,LOVING
2000-12-01,114015.0,258502.0,1896184.0,440.0,LOVING
2001-01-01,111350.0,243195.0,1915903.0,680.0,LOVING
2001-02-01,102636.0,224969.0,1664196.0,215.0,LOVING
2001-03-01,115892.0,256284.0,1907353.0,239.0,LOVING
2001-04-01,110310.0,252199.0,1659835.0,346.0,LOVING
2001-05-01,110055.0,267945.0,1722016.0,215.0,LOVING
2001-06-01,103328.0,245528.0,1441281.0,316.0,LOVING
2001-07-01,107653.0,258564.0,1593245.0,191.0,LOVING
2001-08-01,104285.0,242232.0,1608955.0,240.0,LOVING
2001-09-01,104176.0,238382.0,1716630.0,593.0,LOVING
2001-10-01,114360.0,246376.0,1661529.0,897.0,LOVING
2001-11-01,107684.0,236854.0,1709627.0,199.0,LOVING
2001-12-01,113999.0,191076.0,1732912.0,208.0,LOVING
2002-01-01,112354.0,238212.0,1666541.0,230.0,LOVING
2002-02-01,96541.0,212894.0,1435418.0,829.0,LOVING
2002-03-01,106966.0,240790.0,1675548.0,228.0,LOVING
2002-04-01,102362.0,228390.0,1607079.0,208.0,LOVING
2002-05-01,104651.0,245275.0,1669534.0,286.0,LOVING
2002-06-01,95724.0,234477.0,1501959.0,419.0,LOVING
2002-07-01,99044.0,245349.0,1514388.0,261.0,LOVING
2002-08-01,97180.0,247291.0,1398940.0,280.0,LOVING
2002-09-01,90054.0,239195.0,1343226.0,289.0,LOVING
2002-10-01,94664.0,246112.0,1452686.0,253.0,LOVING
2002-11-01,92799.0,232745.0,1450072.0,409.0,LOVING
2002-12-01,96962.0,248615.0,1514311.0,199.0,LOVING
2003-01-01,96259.0,249732.0,1593743.0,179.0,LOVING
2003-02-01,84869.0,231110.0,1404122.0,716.0,LOVING
2003-03-01,93063.0,254488.0,1498976.0,228.0,LOVING
2003-04-01,91161.0,246678.0,1562702.0,241.0,LOVING
2003-05-01,91449.0,244483.0,1591500.0,568.0,LOVING
2003-06-01,85362.0,177009.0,1792507.0,300.0,LOVING
2003-07-01,92890.0,255615.0,2267477.0,242.0,LOVING
2003-08-01,88243.0,252027.0,2268945.0,182.0,LOVING
2003-09-01,88071.0,244696.0,2171557.0,372.0,LOVING
2003-10-01,90531.0,248888.0,2114900.0,325.0,LOVING
2003-11-01,86058.0,235807.0,2631526.0,382.0,LOVING
2003-12-01,88413.0,237994.0,2608801.0,418.0,LOVING
2004-01-01,90539.0,234027.0,2747543.0,522.0,LOVING
2004-02-01,84435.0,217590.0,2440320.0,1199.0,LOVING
2004-03-01,87779.0,238967.0,2615075.0,950.0,LOVING
2004-04-01,84970.0,227798.0,2384190.0,884.0,LOVING
2004-05-01,88134.0,241654.0,2953169.0,918.0,LOVING
2004-06-01,82058.0,250584.0,2285873.0,1489.0,LOVING
2004-07-01,85530.0,277124.0,2674166.0,1088.0,LOVING
2004-08-01,86287.0,286076.0,2397315.0,1206.0,LOVING
2004-09-01,84072.0,278600.0,2369567.0,1079.0,LOVING
2004-10-01,83068.0,245037.0,3273099.0,1360.0,LOVING
